SpAbs_A,SpMax_A,SpDiam_A,SpAD_A,SpMAD_A,LogEE_A,VE1_A,VE2_A,VE3_A,VR1_A,VR2_A,VR3_A,LabuteASA,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,SpAbs_A,SpMax_A,SpDiam_A,SpAD_A,SpMAD_A,LogEE_A,VE1_A,VE2_A,VE3_A,VR1_A,VR2_A,VR3_A,nAcid,nBase,nBonds,nBondsO,nBondsS,nBondsD,nBondsT,nBondsA,nBondsM,nBondsKS,nBondsKD,SpAbs_D,SpMax_D,SpDiam_D,SpAD_D,SpMAD_D,LogEE_D,VE1_D,VE2_D,VE3_D,VR1_D,VR2_D,VR3_D,nHBAcc,nHBDon,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,HybRatio,FCSP3,apol,bpol
30.94991596194637,2.505067703739361,4.9092716769274425,30.94991596194637,1.3456485200846249,4.09378341944638,4.123459551818393,0.17928085007906058,2.2496016309915063,207.61804063528254,9.026871331968806,6.168609171391837,135.35187417149385,9.720841474747257,4.794537184071822,0.0,20.950865579851396,0.0,12.13273413692322,40.08612972971065,11.760295063310071,18.870092604587605,11.396689054051633,0.0,0.0,5.559266895052008,4.736862953800049,0.0,14.59805822286387,0.0,0.0,7.109797541277533,63.83945210558986,0.0,28.003317800071887,10.296129848852058,21.707855764141403,0.0,0.0,0.0,58.28018521053785,0.0,27.90098318755571,0.0,0.0,5.749511833283905,0.0,5.559266895052008,11.210628712464723,22.439866308374892,4.5153978936156225,30.840270562438423,41.091960883239885,10.082660329248245,4.736862953800049,4.794537184071822,6.581827401601135,15.835098506625382,8.150718151796415,3.916843994599678,0.7902420693050203,9.587491511781735,3.4453021069538927,0.0,1.6327198273708015,30.94991596194637,2.505067703739361,4.9092716769274425,30.94991596194637,1.3456485200846249,4.09378341944638,4.123459551818393,0.17928085007906058,2.2496016309915063,207.61804063528254,9.026871331968806,6.168609171391837,0,0,39,26,17,1,0,21,22,30,9,220.94208303750548,110.47104151875271,167.13848676258604,220.94208303750548,9.606177523369803,110.47104151875271,4.71013203742998,0.20478834945347738,2.3826250639951256,134.5914746345581,5.851803244980787,5.735153199614934,5,1,0,0,6,6,4,0,0,0,0,0.058823529411764705,0.058823529411764705,44.86230899999999,20.385690999999998
43.17536779310712,2.5036777494952105,4.89950181245867,43.17536779310712,1.2698637586207977,4.46006194671978,4.898371848568388,0.1440697602520114,2.8126783057204907,317.9406178984275,9.351194644071397,6.985640060796457,202.77996226829313,14.580253302440804,5.008912523954532,13.556770721936878,5.101407525739723,0.0,17.667306958694127,66.5815767307775,17.00690642836433,36.555990664675065,5.749511833283905,11.49902366656781,10.023291153407584,0.0,22.99805028676974,0.0,0.0,10.240381263347665,24.28188312728237,19.2285076065096,76.31029140498681,0.0,17.248535499851716,19.62161216916257,33.45560446449541,10.023291153407584,6.923737199690624,29.153016927164956,64.594194617412,5.022633313741326,0.0,0.0,5.687386274683562,17.248535499851716,10.023291153407584,16.68683613794964,39.90500137238641,11.126902983393991,12.13273413692322,43.49397588035603,25.122838405075456,0.0,31.31504706118028,13.524324379169643,34.201793827464826,0.004886625653220733,22.91848661934337,3.4697577685451635,1.2451297373862318,14.786589398445157,0.4577101836104813,1.8135727004297322,-0.6953883209706371,43.17536779310712,2.5036777494952105,4.89950181245867,43.17536779310712,1.2698637586207977,4.46006194671978,4.898371848568388,0.1440697602520114,2.8126783057204907,317.9406178984275,9.351194644071397,6.985640060796457,0,0,61,37,40,3,0,18,21,49,12,415.39283045705474,207.69641522852737,275.57452583219793,415.39283045705474,12.217436189913375,207.69641522852737,5.7248860965064265,0.1683790028384243,2.9685980850577574,236.7276618468631,6.962578289613621,6.690685805897203,7,2,0,0,0,16,3,1,2,0,0,0.20833333333333334,0.20833333333333334,68.47303199999999,35.85496800000001
33.76679669011789,2.336085575160199,4.6721711503203975,33.76679669011789,1.2987229496199189,4.172016316395936,4.353437626806123,0.16743990872331244,2.4264772370736583,254.3371593984976,9.782198438403753,6.494172231037175,153.20412333178982,10.216698334856808,14.573052889090853,4.9839785209472085,0.0,0.0,6.06636706846161,61.43011230340887,32.406937154741925,0.0,11.51179077268349,0.0,5.907179729351506,5.907179729351506,9.589074368143644,0.0,14.867866772744893,5.917906046161393,32.60702369139466,18.406301415831482,53.98290197207966,0.0,0.0,5.316788604006331,39.77173904327306,11.21535880699783,5.917906046161393,42.238118739085934,42.7255224855342,0.0,0.0,0.0,5.817862777835028,0.0,0.0,11.814359458703011,17.42969681884488,38.77279930352918,12.487188691387619,18.460054211687762,29.165378004696915,15.284745645900749,0.0,9.589074368143644,0.0,33.76737381257423,2.716832567584732,1.6981276017319493,1.1283971090328457,9.354253120417935,7.45057897845036,3.0511034768746157,0.0,33.76679669011789,2.336085575160199,4.6721711503203975,33.76679669011789,1.2987229496199189,4.172016316395936,4.353437626806123,0.16743990872331244,2.4264772370736583,254.3371593984976,9.782198438403753,6.494172231037175,0,0,52,28,38,2,0,12,14,44,8,322.70031831355806,161.35015915677906,251.9713602501672,322.7003183135581,12.41155070436762,161.35015915677906,5.022580983327903,0.1931761916664578,2.5694553867114958,151.95826164153706,5.844548524674503,5.979117333702178,4,1,0,0,5,6,1,3,4,1,0,0.4,0.4,55.40703199999998,30.372967999999993
50.848543017251494,2.453150754242918,4.881051612844568,50.848543017251494,1.3038087953141408,4.599038372489529,5.21709826479071,0.133771750379249,3.0129179124960195,523.2095451878648,13.415629363791405,7.620958596972771,238.78140259718805,14.906346856541662,9.589074368143644,9.77851570501903,0.0,11.336785877934737,53.53371512277308,41.45873832570204,55.17318006889782,21.302646114028107,5.007623696852765,0.0,5.907179729351506,5.907179729351506,19.490138947056174,0.0,14.783797982648164,0.0,6.923737199690624,26.1790256236503,87.21590306595867,0.0,32.95535765848921,0.0,63.853015747794025,4.794537184071822,0.0,27.639714551228256,66.04373345508202,10.045266627482652,32.95535765848921,0.0,0.0,0.0,5.969305287951849,17.377810950400008,63.48572191477369,11.257379486545457,18.26052307762536,58.33075600939383,17.512796907389134,4.9839785209472085,23.20187978046503,19.490138947056174,0.0,44.82071196563796,13.438585799981531,4.103947737746764,-1.161861190441047,17.430431563744982,0.0,3.5195774127284567,0.0,50.848543017251494,2.453150754242918,4.881051612844568,50.848543017251494,1.3038087953141408,4.599038372489529,5.21709826479071,0.133771750379249,3.0129179124960195,523.2095451878648,13.415629363791405,7.620958596972771,1,0,66,43,40,3,0,23,26,52,14,630.1115238656491,315.0557619328245,482.1864779760628,630.111523865649,16.156705740144847,315.0557619328245,6.135401058716161,0.15731797586451693,3.1750520014056764,288.56984164132916,7.39922670875203,7.025913695197696,5,1,0,0,5,13,6,5,0,0,0,0.1724137931034483,0.1724137931034483,77.534239,33.717761
33.82393523960798,2.345092217504795,4.69018443500959,33.82393523960798,1.2527383422077027,4.216199902954077,4.942799441911106,0.18306664599670763,2.591183632348712,158.01450279674293,5.85238899247196,6.055938591677623,163.30730329877943,10.216698334856808,9.694446914922299,13.556770721936878,0.0,0.0,11.600939890232516,48.53093654769288,42.57643148675875,11.440239881430351,0.0,0.0,15.930470882759089,0.0,13.212334168400758,0.0,4.899909730850478,5.138973737607942,4.895483475517775,42.940480364419685,53.553569861434205,0.0,0.0,15.35567207246475,51.948668474093786,14.817828337479405,0.0,0.0,53.42642002321065,5.022633313741326,0.0,0.0,11.374772549367124,0.0,10.023291153407584,17.347419610781856,10.710019588424888,31.866411898333865,24.26546827384644,0.0,24.26546827384644,15.116608065707286,16.73991362784046,13.212334168400758,22.495902163492325,16.584733619876978,8.546578086024697,1.658006997130686,-0.14046431339090026,13.527263841855431,0.0,3.5021204329030353,-3.7342562347326855,33.82393523960798,2.345092217504795,4.69018443500959,33.82393523960798,1.2527383422077027,4.216199902954077,4.942799441911106,0.18306664599670763,2.591183632348712,158.01450279674293,5.85238899247196,6.055938591677623,0,1,50,29,35,3,0,12,15,41,9,349.6864009863376,174.8432004931688,274.7574159853641,349.6864009863376,12.951348184679171,174.8432004931688,5.116974947254068,0.18951759063903956,2.6258152068380727,160.44658313243474,5.942466041942027,6.071212844810788,5,2,0,0,1,12,0,5,0,0,0,0.2777777777777778,0.2777777777777778,55.948652999999986,32.521347
32.895010487173145,2.39789093401452,4.721946052530941,32.895010487173145,1.2651927110451209,4.180238443735039,3.454558453587778,0.13286763283029915,2.1952060948290444,1014.8211890010166,39.03158419234679,7.877979152511931,154.40933660710238,5.316788604006331,9.195231790333615,13.556770721936878,0.0,10.197363616602075,29.960986154775945,36.249741388469445,12.741599977525652,10.648337082264565,0.0,10.803613702588436,15.930470882759089,0.0,13.212334168400758,0.0,19.9148468268702,5.138973737607942,16.47274158026449,12.297610012659364,54.22486454254134,0.0,0.0,10.455762341614273,41.220644949203674,21.238649960405414,0.0,5.563451491696996,58.71333300818283,0.0,5.647177220767728,0.0,0.0,0.0,10.023291153407584,16.55551681161607,18.12201451065929,11.210628712464723,23.894619086314336,12.13273413692322,28.796639383259702,15.514152220608405,5.138973737607942,13.212334168400758,24.236114235631614,12.036389421393306,16.63545472337844,1.6455115647039353,0.12859530594198754,11.879059998069419,2.4404194940171116,0.45307146006550747,-3.6836308727616225,32.895010487173145,2.39789093401452,4.721946052530941,32.895010487173145,1.2651927110451209,4.180238443735039,3.454558453587778,0.13286763283029915,2.1952060948290444,1014.8211890010166,39.03158419234679,7.877979152511931,0,0,45,28,26,3,0,16,19,35,10,334.33947781474063,167.16973890737034,265.6598656436065,334.3394778147407,12.859210685182335,167.16973890737034,5.035540241955938,0.193674624690613,2.572032262752035,150.08473281727615,5.772489723741391,5.966711465084473,7,2,0,0,3,8,1,2,1,0,0,0.1875,0.1875,51.76148099999999,29.888519
34.61968954738135,2.444312806336344,4.799145716503031,34.61968954738135,1.3315265210531289,4.203474545027614,3.805009118127738,0.14634650454337453,2.2918298326924162,463.5159492762189,17.827536510623805,7.094352239961747,155.3573077865272,10.216698334856808,9.694446914922299,0.0,0.0,0.0,24.26546827384644,55.157751702783074,43.97461979594343,6.041840829147961,0.0,0.0,0.0,5.907179729351506,4.794537184071822,0.0,10.216698334856808,0.0,26.31013685145522,37.62369176041336,64.71837544601925,0.0,0.0,10.216698334856808,43.530871489764856,0.0,13.847474399381248,39.51100560293377,42.46456947923127,0.0,0.0,0.0,5.687386274683562,0.0,0.0,11.949020558499466,0.0,50.27150663588287,16.814289258077554,0.0,18.19910120538483,53.229550738934975,0.0,4.794537184071822,0.0,17.047140237162957,3.129005867113558,6.0554705234991975,0.07422237861042147,14.885669833671312,0.9785646590796302,9.663259834196259,0.0,34.61968954738135,2.444312806336344,4.799145716503031,34.61968954738135,1.3315265210531289,4.203474545027614,3.805009118127738,0.14634650454337453,2.2918298326924162,463.5159492762189,17.827536510623805,7.094352239961747,0,1,56,29,43,1,0,12,13,49,7,304.8564605283565,152.4282302641782,239.8002018317965,304.8564605283565,11.725248481859865,152.4282302641782,5.0309444139840505,0.19349786207630965,2.5711191677743384,156.3012824956511,6.011587788294273,6.00729688776766,3,1,0,0,1,8,4,7,2,0,0,0.4090909090909091,0.4090909090909091,58.84541099999998,31.944588999999993
42.52149366313985,2.4359108679955415,4.871821735991084,42.52149366313985,1.288530111004238,4.42113368896044,4.036419360398693,0.12231573819389978,2.5892804705211288,2456.6028330735576,74.44251009313811,9.000457180826604,197.3654711451892,20.85027554286947,0.0,9.77851570501903,4.9839785209472085,0.0,35.36349258731434,61.0181252390805,42.423730448840196,5.516700717616262,5.817862777835028,0.0,5.948339280986494,0.0,4.794537184071822,0.0,9.967957041894417,0.0,13.4684936056032,34.94561950822385,82.87957405021305,0.0,0.0,20.85027554286947,30.094415519586867,6.544756405912575,6.923737199690624,11.126902983393991,66.73003775307771,5.022633313741326,10.902924932081056,0.0,27.935511792260467,0.0,0.0,6.031114512338072,28.89050155000752,27.847690693310078,0.0,24.26546827384644,55.39345610697452,38.90842712206564,11.600939890232516,4.794537184071822,0.0,23.420453351326472,10.640739713487548,4.474008078088686,1.4417079424313977,20.438820049669488,0.0,2.6409352737252707,3.8491018360705107,42.52149366313985,2.4359108679955415,4.871821735991084,42.52149366313985,1.288530111004238,4.42113368896044,4.036419360398693,0.12231573819389978,2.5892804705211288,2456.6028330735576,74.44251009313811,9.000457180826604,0,0,61,36,37,1,0,23,24,49,12,483.08794303432734,241.54397151716367,375.4523839358937,483.0879430343274,14.6390285767978,241.54397151716367,5.660306891847654,0.17152445126811072,2.9274005803921086,219.78275709788522,6.660083548420764,6.58656205922045,5,3,0,0,1,15,3,2,0,0,0,0.16,0.16,68.001825,32.15817499999999
27.283563900254297,2.416604215513081,4.824083872913269,27.283563900254293,1.2992173285835378,3.980892994345791,4.152873586888119,0.19775588508991043,2.1657378699279906,126.5826381449736,6.027744673570171,5.5828327055797935,121.08965948216067,14.657605563579269,4.794537184071822,4.9839785209472085,0.0,0.0,18.19910120538483,25.122838405075452,17.454223058158533,24.129455967222572,5.749511833283905,0.0,0.0,5.559266895052007,5.106527394840706,0.0,14.53505668968577,0.0,13.4684936056032,0.0,70.66402612596804,0.0,16.876414816677897,5.559266895052007,19.641584084526478,6.544756405912575,6.923737199690624,11.387855989696922,53.7169032412191,0.0,11.126902983393991,0.0,0.0,5.749511833283905,0.0,11.308778728335913,17.671659389306566,11.387855989696922,0.0,53.48946570493863,6.923737199690624,9.967957041894417,0.0,9.901064578912528,1.5882407407407406,19.777741505361455,9.914583070882674,2.6270217886537344,0.10027777777777791,10.340978312812728,3.3358324410010916,2.3153243627697995,0.0,27.283563900254297,2.416604215513081,4.824083872913269,27.283563900254293,1.2992173285835378,3.980892994345791,4.152873586888119,0.19775588508991043,2.1657378699279906,126.5826381449736,6.027744673570171,5.5828327055797935,0,0,38,23,20,1,0,17,18,30,8,180.99515396898693,90.49757698449349,134.52331342074024,180.995153968987,8.618816855666049,90.49757698449349,4.521807827296756,0.2153241822522265,2.2508492204014385,112.97333815232751,5.379682769158453,5.469089190047563,4,2,0,0,2,9,2,2,0,0,0,0.125,0.125,41.625894999999986,19.336104999999996
48.51669631698053,2.6909601687724725,5.201177378523379,48.51669631698053,1.244017854281552,4.612511978709666,4.496297278764582,0.11528967381447647,2.864230784262772,1419.7161329261746,36.40297776733781,8.619188777356944,237.00818592170887,26.163420601700405,9.589074368143644,4.39041504767482,0.0,0.0,56.10582551646013,65.98773264157663,29.214522869646817,23.272406918385894,11.232211310442676,0.0,11.814359458703011,0.0,24.19254420549988,0.0,10.633577208012662,11.332896515558172,75.6581874172006,11.861545009918906,63.387592862692195,0.0,0.0,15.950365812018994,52.86378508808952,15.004064837540422,17.150117356604067,57.07848549740528,36.39820241076966,10.045266627482652,0.0,0.0,10.077801322358383,0.0,41.44173179039659,34.71464569391508,41.09938744059691,0.0,12.13273413692322,18.19910120538483,6.06636706846161,36.72157741109086,23.20187978046503,24.19254420549988,14.97583855069496,27.979454649437063,29.61583766084168,0.0034299566402601345,-2.07997102203241,8.446709831647064,-0.31447771984467954,6.433170892686268,0.0,48.51669631698053,2.6909601687724725,5.201177378523379,48.51669631698053,1.244017854281552,4.612511978709666,4.496297278764582,0.11528967381447647,2.864230784262772,1419.7161329261746,36.40297776733781,8.619188777356944,0,1,77,43,63,2,0,12,14,69,8,470.55332431313934,235.27666215656956,319.5043665237732,470.5533243131391,12.065469854183053,235.27666215656956,6.13036795917489,0.15718892203012538,3.1742313272487745,295.8984051195829,7.587138592809818,7.050992722596799,5,5,0,0,2,10,2,4,7,2,2,0.5172413793103449,0.5172413793103449,82.52596199999998,39.68803800000002
